編號,機關代碼,縣市別代碼,行政區域代碼,鄉鎮市區,交易標的,土地區段位置-建物區段門牌,土地移轉總面積-平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,民國年月,移轉層次,總層數,建物型態,主要用途,主要建材,建築完成年月,屋齡,建物移轉總面積-平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價-元,單價-每平方公尺,車位類別,車位移轉總面積-平方公尺,車位總價-元,備註,地所狀態
7847,387000000A,66000,66000000,沙鹿區,建物,臺中市沙鹿區忠貞路２４６巷２８弄１０號,71.4,住,,,11207,全,2,透天厝,住商用,加強磚造,691231,43,108.57,3,2,2,有,無,8000,74,,0,0,社宅案件,5(揭露且明細顯示備註)
7848,387000000A,66000,66000000,沙鹿區,建物,臺中市沙鹿區文昌街１５１巷９號,62.35,住,,,11207,全,2,透天厝,住商用,加強磚造、水泥平頂、水泥地床,640525,48,91.6,3,2,1,有,無,8000,87,,0,0,社宅案件,5(揭露且明細顯示備註)
7849,387000000A,66000,66000000,沙鹿區,建物,臺中市沙鹿區光榮街８３巷３２號,0,住,,,11207,全,4,透天厝,停車空間、店舖、住宅、自用儲藏室,鋼筋混凝土造,960214,16,229.93,3,2,4,有,有,20500,89,,0,0,住宅及都市更新中心辦理社會住宅包租代管計畫。水電費、瓦斯費由承租人負擔。,5(揭露且明細顯示備註)
7850,387000000A,66000,66000000,沙鹿區,建物,臺中市沙鹿區中山路永安巷３３號,77.05,住,,,11207,全,2,透天厝,店舖、住房,加強磚造,680426,44,132.13,4,2,2,有,無,12000,91,,0,0,社宅案件,5(揭露且明細顯示備註)
7851,387000000A,66000,66000000,沙鹿區,房地(土地+建物),臺中市沙鹿區星河路５１２號,1595.41,住,,,11204,全,2,透天厝,住家用,加強磚造,650106,47,166.86,0,0,0,無,無,16000,96,,0,0,,2(資料揭露)
7852,387000000A,66000,66000000,沙鹿區,建物,臺中市沙鹿區樂群新莊１０９之２號,0,農,,,11208,三層,3,公寓(5樓含以下無電梯),住家用,加強磚造,680223,45,102.84,2,2,1,有,無,10000,97,,0,0,台中市政府社會住宅包租代管計畫 ；水電瓦斯費、網路費由承租人另外負擔。,5(揭露且明細顯示備註)
7853,387000000A,66000,66000000,沙鹿區,房地(土地+建物),臺中市沙鹿區六路十街９２號,93.08,住,,,11203,全,3,透天厝,機電設備空間、停車空間、住宅、樓梯間,鋼筋混凝土造,1010229,11,293.66,4,3,4,有,無,30000,102,,0,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費，費用為承租人另行支付。,5(揭露且明細顯示備註)
7854,387000000A,66000,66000000,沙鹿區,房地(土地+建物),臺中市沙鹿區六路九街７５巷１號,56.36,住,,,11207,全,4,透天厝,住宅、梯間,鋼筋混凝土造,940412,18,191.9,4,2,5,有,無,20000,104,,0,0,此為社會住宅包租代管,5(揭露且明細顯示備註)
7855,387000000A,66000,66000000,沙鹿區,房地(土地+建物),臺中市沙鹿區福幼街３６號,116.73,住,,,11202,見其他登記事項,4,其他,住家用,鋼筋混凝土造,950809,17,143.08,3,1,3,有,無,15000,105,,0,0,社會住宅包租代管公會版(3期),5(揭露且明細顯示備註)
7856,387000000A,66000,66000000,沙鹿區,房地(土地+建物),臺中市沙鹿區福幼街３６號,116.73,住,,,11202,見其他登記事項,4,其他,住家用,鋼筋混凝土造,950809,17,143.08,3,1,3,有,無,15000,105,,0,0,社會住宅包租代管公會版(3期),5(揭露且明細顯示備註)
7857,387000000A,66000,66000000,沙鹿區,建物,臺中市沙鹿區東海路１８之２號,0,住,,,11205,全,3,透天厝,住家用,鋼筋混凝土造,980116,14,141.46,4,1,2,有,有,15000,106,,0,0,,2(資料揭露)
7858,387000000A,66000,66000000,沙鹿區,土地,平等段625地號,198.35,住,,,11209,,,其他,,,,0,0,0,0,0,無,無,21000,106,,0,0,租金總額含稅;租賃期間有約定不同租金;,2(資料揭露)
7859,387000000A,66000,66000000,沙鹿區,房地(土地+建物)+車位,臺中市沙鹿區三條圳二街１０９之２２號,57.01,住,,,11205,全,4,透天厝,停車空間，住宅，樓梯間,鋼筋混凝土造,1100421,2,183.18,3,2,3,有,有,20000,109,坡道平面,26.45,0,社會住宅計劃案件，租賃範圍不含車位，且租金總額不含管理費、水電瓦斯費、網路費，以上費用另計。汽車車位由房東無償提供。,5(揭露且明細顯示備註)
7860,387000000A,66000,66000000,沙鹿區,房地(土地+建物),臺中市沙鹿區四平街５０巷１１之１號,45.43,住,,,11207,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,800625,32,130.78,5,2,2,有,無,14500,111,,0,0,此為社會住宅包租代管,5(揭露且明細顯示備註)
7861,387000000A,66000,66000000,沙鹿區,房地(土地+建物),臺中市沙鹿區自立路１５５號,89.47,住,,,11204,見其他登記事項,3,其他,住宅，樓梯間，停車空間,鋼筋混凝土造,1010321,11,151.22,4,2,3,有,無,17000,112,,0,0,社會住宅包租代管公會版(3期增辦),5(揭露且明細顯示備註)
7862,387000000A,66000,66000000,沙鹿區,建物,臺中市沙鹿區福德路１８６巷６號,0,住,,,11204,全,2,透天厝,人行道、店舖、住房、梯間,加強磚造,760411,36,131.79,2,2,2,有,無,15000,114,,0,0,,2(資料揭露)
7863,387000000A,66000,66000000,沙鹿區,租賃房屋,臺中市沙鹿區四平街５０巷６之２號,43.18,住,,,11209,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,800625,32,129.45,3,2,2,有,無,15000,116,,0,0,,2(資料揭露)
7864,387000000A,66000,66000000,沙鹿區,房地(土地+建物),臺中市沙鹿區天仁街４０巷１２號,59.94,住,,,11204,全,2,透天厝,住商用,加強磚造,680320,44,102.72,3,2,2,有,無,12000,117,,0,0,社會住宅計劃案件,5(揭露且明細顯示備註)
7865,387000000A,66000,66000000,沙鹿區,房地(土地+建物),臺中市沙鹿區保寧路２２巷３號,86.18,商,,,11208,全,4,透天厝,停車空間、住宅,鋼筋混凝土造,880812,24,211.15,4,3,3,有,有,25000,118,,0,0,,2(資料揭露)
7866,387000000A,66000,66000000,沙鹿區,房地(土地+建物),臺中市沙鹿區南陽路７７號,92.62,住,,,11205,全,2,透天厝,住商用,加強磚造,710110,41,127.07,4,2,2,有,無,15000,118,,0,0,此為社會住宅包租代管,5(揭露且明細顯示備註)
7867,387000000A,66000,66000000,沙鹿區,建物,臺中市沙鹿區樂群新莊７８之２號,0,農,,,11202,三層,3,公寓(5樓含以下無電梯),住家用,加強磚造,680223,44,83.64,3,1,1,有,無,10000,120,,0,0,社宅案件,5(揭露且明細顯示備註)
7868,387000000A,66000,66000000,沙鹿區,房地(土地+建物)+車位,臺中市沙鹿區中山路１１９之１號５樓之３,26.71,住,,,11205,五層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1110729,1,117.2,2,1,2,有,有,14300,122,坡道平面,28.48,0,因此案件為社會住宅包租代管案件因素，此租約訂定金額不含管理費、車位租金，費用為承租人另行支付。,5(揭露且明細顯示備註)
7869,387000000A,66000,66000000,沙鹿區,房地(土地+建物),臺中市沙鹿區東晉一街５２巷９號,81.42,住,,,11208,全,4,透天厝,停車空間、住宅、店舖,鋼筋混凝土造,940628,18,178,4,3,4,有,無,22000,124,,0,0,社會住宅包租代管公會版。,5(揭露且明細顯示備註)
7870,387000000A,66000,66000000,沙鹿區,房地(土地+建物),臺中市沙鹿區斗潭路２１１巷９７號四樓之５,39.92,住,,,11206,四層,14,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1120323,0,119.99,3,2,2,有,無,15000,125,,0,0,社會住宅包租代管公會版(增辦31期),5(揭露且明細顯示備註)
7871,387000000A,66000,66000000,沙鹿區,房地(土地+建物),臺中市沙鹿區中山路１１９之１號３樓之２,35.42,住,,,11204,三層,7,華廈(10層含以下有電梯),集合住宅,鋼筋混凝土造,1110729,1,143.83,3,2,2,有,有,18000,125,,0,0,此為社會住宅包租代管,5(揭露且明細顯示備註)
7872,387000000A,66000,66000000,沙鹿區,房地(土地+建物),臺中市沙鹿區賢義街１００號,139.75,住,,,11204,全,2,透天厝,住家用,加強磚造,770825,35,151.92,4,2,4,有,無,19000,125,,0,0,社會住宅包租代管公會版(3期),5(揭露且明細顯示備註)
7873,387000000A,66000,66000000,沙鹿區,建物,臺中市沙鹿區中山路６６９巷１５號９樓之６,0,住,,,11207,九層,12,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,1070511,5,153.38,3,1,2,有,有,20000,130,坡道平面,0,0,社宅案件,5(揭露且明細顯示備註)
7874,387000000A,66000,66000000,沙鹿區,租賃房屋,臺中市沙鹿區正英九街１號,81.78,住,,,11208,全,4,透天厝,住房、梯間、停車空間,鋼筋混凝土造,950502,17,199.52,5,2,6,有,無,26000,130,,0,0,,2(資料揭露)
7875,387000000A,66000,66000000,沙鹿區,租賃房屋,臺中市沙鹿區沙田路興華巷１３號,0,,,,11209,全,2,透天厝,住家用,加強磚造,571215,55,90.72,4,2,1,有,無,12000,132,,0,0,,2(資料揭露)
7876,387000000A,66000,66000000,沙鹿區,房地(土地+建物),臺中市沙鹿區星河路２０６之５巷８號,0,住,,,11206,全,3,透天厝,住宅、梯間,鋼筋混凝土造,960531,16,189.73,4,3,4,有,無,25000,132,,0,0,,2(資料揭露)
